path,true,pred
C:/MedicinalPlantApp\data\val\Indian_Mustard\__7_8747383.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__8_3032400.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__9_2281645.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__9_3170398.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__9_4944435.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Jackfruit\__0_3297760.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__0_399419.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__0_4761396.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__10_3209205.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__10_5641840.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__10_9151549.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__11_2875816.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__12_3380921.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__13_8910433.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__13_9234266.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__13_9655940.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__14_5923001.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__14_7852678.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__14_9635186.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__15_2898561.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__15_6569336.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__15_7333076.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__15_9070025.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__16_7666464.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__17_5676539.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__17_9864022.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__18_6175307.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__19_1853516.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__19_5217588.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__1_2204445.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__1_7752225.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__20_6073350.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__20_9741587.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__21_4976844.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__21_5854415.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__21_9004561.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__22_4360099.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__22_4472003.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__22_6147778.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__22_9585223.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__23_6832986.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__23_8807599.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__24_3755709.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__25_5089511.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__26_87389.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__27_1049641.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__27_6689604.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__28_2120138.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__28_6306221.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__29_138348.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__29_6068334.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__2_2216273.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__2_6165070.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__2_873350.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__30_3358511.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__30_5199005.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__31_5899666.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__31_7378861.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__32_2427598.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__32_6629527.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__32_7319680.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__33_3049963.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__33_7502661.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__34_7385601.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__35_1573196.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__35_5776488.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__36_4954034.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__36_5713349.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__36_5967195.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__36_6358273.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__37_1878238.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__39_2511711.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__40_3259749.png,Jackfruit,Jasmine
C:/MedicinalPlantApp\data\val\Jackfruit\__40_5077801.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__40_8050182.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__40_8788088.png,Jackfruit,Jasmine
C:/MedicinalPlantApp\data\val\Jackfruit\__41_8087856.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__42_1000284.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__42_118043.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__43_7245191.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__44_2591009.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__44_7891002.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__45_4393180.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__46_4107804.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__46_6274470.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__46_9205183.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__47_5425566.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__47_970383.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__4_3527360.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__4_7365757.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__51_1104713.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__51_4885211.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__52_7368134.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__53_3760206.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__53_4861396.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__54_6570998.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__54_8232424.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__54_8561350.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__55_8850549.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__5_2150502.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__6_6635477.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__7_2865308.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__7_300726.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__8_9376059.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jackfruit\__9_7898105.png,Jackfruit,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__0_4666067.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__0_6967352.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__10_2254462.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__10_5234982.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__11_1080574.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__11_4376824.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__12_2099329.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__12_4851412.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__13_9663575.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__14_9932815.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__15_1403340.png,Jamaica_Cherry-Gasagase,Mango
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__15_152463.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__16_3377278.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__16_4304534.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__16_6967629.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__16_9785232.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__17_1847001.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__17_2403130.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__17_6260696.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__18_1332523.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__19_3268890.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__19_3454876.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__19_615913.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__1_7697782.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__20_4930775.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__20_7082328.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__21_28891.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__21_4404863.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__22_2211914.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__22_3837103.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__22_8801046.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__24_2684773.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__24_3059766.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__24_7961838.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__25_7890912.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__25_9510478.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__26_1737831.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__26_2347390.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__26_832294.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__27_6602546.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__27_685620.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__27_7759448.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__27_998941.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__28_3936336.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__29_1704778.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__29_9535021.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__2_1533312.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__2_8608234.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__31_2596499.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__31_5504112.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__32_4077527.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__32_9197254.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__32_9304510.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__33_7725480.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__34_1338652.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__34_3490067.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__34_4844446.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__35_3921646.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__35_7396487.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__35_9488190.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__36_1324935.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__37_6264521.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__38_5340986.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__38_8464215.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__39_346774.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__3_4870272.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__40_5601657.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__40_7368819.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__42_9795558.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__43_5119433.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__43_9866453.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__44_2548654.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__44_6830096.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__45_6939173.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__45_9805728.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__46_49426.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__47_229531.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__47_8250216.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__48_4302413.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__49_2382396.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__49_4301989.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__49_5754930.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__49_6528279.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__49_7621109.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__4_3181446.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__4_5515976.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__50_529468.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__50_7407197.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__50_8589548.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__52_7746275.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__54_5455629.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__54_870988.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__54_8759812.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__55_391809.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__55_9876304.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__5_1222066.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__5_9908645.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__6_1413361.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__6_9774612.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamaica_Cherry-Gasagase\__9_3945240.png,Jamaica_Cherry-Gasagase,Jamun
C:/MedicinalPlantApp\data\val\Jamun\__0_1569092.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__0_6570864.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__0_8446382.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__10_103567.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__10_9893523.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__11_6582618.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__11_7736435.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__11_9493784.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__12_255987.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__12_471817.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__12_7488522.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__12_9910053.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__13_2910139.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__13_9041104.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__14_8321580.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__15_2154265.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__16_3561434.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__16_5120480.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__17_6093783.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__18_1564588.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__18_9574425.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__19_1859543.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__19_1943238.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__19_2933487.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__19_4553600.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__1_1984027.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__1_7842241.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__21_6886193.png,Jamun,Jasmine
C:/MedicinalPlantApp\data\val\Jamun\__21_9655471.png,Jamun,Jasmine
